brand,category,description,important_info,name,price,store
Guayaki,Sports & Energy Drinks,"Ah, refreshment seekers, welcome to where flavor, effervescence, energy and rainforest meet. Bubbling with sweet, tart, exotic surprise, Guayaki (gwy-uh-kee) Sparkling Grapefruit Ginger is the latest small miracle to flow from the mythic leaf of the yerba mate (yer-bah mah-tay) tree. Mate has the strength of coffee, the health benefits of tea, and the euphoria of chocolate. Yerba mate is made from the naturally caffeinated and nourishing leaves of the celebrated South American rainforest holly tree (Ilex paraguariensis).","Important information

Legal Disclaimer
Statements regarding dietary supplements have not been evaluated by the FDA and are not intended to diagnose, treat, cure, or prevent any disease or health condition.","Guayaki Organic Yerba Mate, Sparkling Grapefruit Ginger, 12 oz",2.49,Whole Foods Market
LIFEAID,Sports & Energy Drinks,"Lifeaid's fitaid is a lightly-carbonated beverage with a clean, refreshing taste that supplements your active lifestyle. At only 45 calories, fitaid has the recovery blend of vitamins and nutrients your body needs after an intense workout. Fitaid provides 45 mg of natural caffeine from green tea leaf extract, and contains no artificial sweeteners, colorings or flavorings. Fitaid is certified gluten-free and is also paleo friendly. One can contains 12 fl oz","Important information

Ingredients
Carbonated water, certified raw organic blue agave nectar, natural flavors, citric acid, malic acid, gum acacia, stevia extract OTCO Certified


Legal Disclaimer
Statements regarding dietary supplements have not been evaluated by the FDA and are not intended to diagnose, treat, cure, or prevent any disease or health condition.","Lifeaid, Fit Aid Drink Single, 12 Fl Oz",2.99,Whole Foods Market
Soylent,Sports & Energy Drinks,"Don't skip breakfast, sip Soylent Cafe Chai: a balanced breakfast and your morning tea in one convenient bottle. Our plant-based formula provides a nutritious meal and the stimulating effects of caffeine. Cafe Chai contains as much caffeine as a cup of black tea, and the amino acid l-theanine, which counteracts the jittery effects of caffeine.","Important information

Directions
Soylent meal replacement drinks are energy, nutrient, and calorie rich foods that contain a multitude of nutritional elements. As a result, some consumers may find that Soylent is not as easily digested, especially upon initial introduction into their diet. While most consumers adapt to the complex formulation over time, some may not be able to routinely incorporate Soylent products into their diet. We recommend consulting your physician whenever making significant changes to your normal diet.


Legal Disclaimer
Statements regarding dietary supplements have not been evaluated by the FDA and are not intended to diagnose, treat, cure, or prevent any disease or health condition.","Soylent Meal Replacement Drink, Cafe Chai, 14 oz",$3.99,Bristol Farms
MatchaBar,Sports & Energy Drinks,NaN,"Important information

Ingredients
Water, Ceremonial Grade Matcha, Lactic Acid, Chlorophylin, Monkfruit, Green Tea Extract, Lemon Extract, Lime Extract


Legal Disclaimer
Statements regarding dietary supplements have not been evaluated by the FDA and are not intended to diagnose, treat, cure, or prevent any disease or health condition.","Matchabar, Energy Drink Matcha Hustle 0 Gram Sugar, 12 Fl Oz",2.99,Whole Foods Market
Orgain,Sports & Energy Drinks,"16 grams of organic proteinOrganic complex carbohydratesOrganic fruit and veggie blend23 vitamins and mineralsDoctor DevelopedGluten FreeFree of artificial sweeteners,","Important information

Legal Disclaimer
Statements regarding dietary supplements have not been evaluated by the FDA and are not intended to diagnose, treat, cure, or prevent any disease or health condition.","Orgain, Nutri Shake Creamy Chocolate Fudge Organic, 11 Fl Oz, 4 Pack",11.89,Whole Foods Market
Guru,Sports & Energy Drinks,Non-GMO,"Important information

Ingredients
Sparkling Water, Organic Cane Syrup, Organic Lemon Juice Concentrate, Organic Green Tea Leaf Extract, Organic Flavors, Citric Acid, Organic Stevia Leaf Extract, Luo Han Guo Fruit Extract, Organic Guarana Seed Extract, Organic Echinacea Flower Extract, Organic Panax Ginseng Root Extract.


Legal Disclaimer
Statements regarding dietary supplements have not been evaluated by the FDA and are not intended to diagnose, treat, cure, or prevent any disease or health condition.","Guru, Energy Drink Lite Organic, 12 Fl Oz",2.99,Whole Foods Market
Guayaki,Sports & Energy Drinks,"Cold mate is called ""Terere"" (tey-dey-rey) in Spanish, and that's what we offer with this low calorie, unsweetened version of our Traditional Terere. Ideal for the mate purist who wants a clean, crisp mate on the go. Brewed with air dried mate (unsmoked secondary drying process). Guayaki Bottled Yerba Mate - Finally, an invigorating mate blend that tastes great! Each Guayaki Organic Yerba Mate bottle contains caffeine levels comparable to a cup of coffee, however, the stimulation is balanced by mate's natural theobromines and theophylline's as well as other restorative nutritional content. As a result, drinkers feel a sustained energy, clarity of mind, and the general well being characteristic of mate. Grab a bottle before any physical activity or going back to the office, and experience the good energy.","Important information

Safety Warning
These statements have not been evaluated by the food and drug administration. This product is not intended to diagnose, treat, cure, or prevent any disease.Not recommended for children, pregnant/breastfeeding women, or individuals sensitive to caffeine. Do not mix with alcohol.


Ingredients
Purified Water, L-Malic Acid.


Directions
Shake well. Served chilled.Refrigerate after opening.


Legal Disclaimer
Statements regarding dietary supplements have not been evaluated by the FDA and are not intended to diagnose, treat, cure, or prevent any disease or health condition.","Guayaki Organic Yerba Mate, Unsweetened Terere, 16 oz",2.99,Whole Foods Market
Guayaki,Sports & Energy Drinks,"Yerba Mate Energy Drink, Raspberry","Important information

Safety Warning
These statements have not been evaluated by the food and drug administration. This product is not intended to diagnose, treat, cure, or prevent any disease.Not recommended for children, pregnant/breastfeeding women, or individuals sensitive to caffeine. Do not mix with alcohol.


Ingredients
Purified Water, Organic Cane Sugar?, Organic Raspberry Juice Concentrate, Organic Cranberry Juice Concentrate, Organic Raspberry Natural Flavor, Organic Cranberry Natural Flavor and Citric Acid.?Fair trade ingredient.


Directions
Shake well. Served chilled.Refrigerate after opening.


Legal Disclaimer
Statements regarding dietary supplements have not been evaluated by the FDA and are not intended to diagnose, treat, cure, or prevent any disease or health condition.","Glass Guayaki Yerba Mate Energy Drink, Raspberry, 16 Ounce",2.99,Whole Foods Market
OWYN Only What You Need,Sports & Energy Drinks,"Owyn Plant Based Shake Contains 20 G. Of Complete Plant Protein For Easy Digestion, Healthy Metabolism And Lean Muscle Formation. The Shake Is Gluten-Free, Kosher And Vegan, Meaning People With Most Dietary Restrictions Can Drink It. Our Drink Doesn't Contain Artificial Ingredients And Is Made With All Organic Ingredients That Are Non-Gmo. The Vitamins, Minerals, Nutrients And 535 Mg. Of Omega-3 Fatty Acids Will Help Your Body Perform Optimally. Each 12 Fl. Oz. Serving Contains 97 Mg. Of Organic Caffeine From Peruvian Cold Brew Coffee That Will Boost Your Energy. See Nutrition Facts Panel For Allergens.","Important information

Legal Disclaimer
Statements regarding dietary supplements have not been evaluated by the FDA and are not intended to diagnose, treat, cure, or prevent any disease or health condition.","Owyn, Cold Brew Plant Based Protein Shake, 12 Fl Oz",$3.59,Bristol Farms
Amazing Grass,Sports & Energy Drinks,"Our most popular blend thoughtfully combines our alkalizing farm fresh greens and wholesome fruits and veggies with nutrient-rich superfoods for a delicious way to feel amazing every day. At Amazing Grass our roots run deep...Back to our family farm in Kansas, where for over 3 generations Amazing Grass has organically grown & harvested the most nutrient-dense greens on earth. Today, we thoughtfully craft our greens with the highest quality, plant-based ingredients curated from like-minded farmers from around the world. Amazing Grass products are a delicious way to nourish your body with the whole food nutrition it needs to feel amazing every day.DIGESTION - Aids natural digestive function.","Important information

Safety Warning
This product is labelled to United States standards and may differ from similar products sold elsewhere in its ingredients, labeling and allergen warnings


Ingredients
Green SuperFood: All natural and organic ingredients include organic wheat grass, organic barley grass, organic alfalfa, organic spirulina, organic spinach, organic chlorella (cracked cell-wall), organic broccoli, organic pure acai from Sambazon, organic maca, organic carrot, organic beet, raspberry, rose hips, pineapple, green tea, acerola cherry, organic flax seed powder, apple pectin fiber, F.O.S. (from chicory root), L. acidophilus, alpha and beta amylase, protease, lipase, lactase, cellulase, siberian eleuthero root and peppermint. 100% Vegan.


Legal Disclaimer
Statements regarding dietary supplements have not been evaluated by the FDA and are not intended to diagnose, treat, cure, or prevent any disease or health condition.","Amazing Grass Green Superfood: Organic Wheat Grass and 7 Super Greens Powder, 2 servings of Fruits & Veggies per scoop, Original Flavor, 60 Servings",$49.99,Whole Foods Market
Forager Project,Sports & Energy Drinks,"Forager project nutmilk nuts & chocolate shake is made with ingredients that include cashewmilk, almondmilk, oatmilk, dates, coconut cream, cocoa powder, cassava root and natural flavor. Each 12 fl oz bottle contains 1 serving of our nutmilk shake. Each serving provides 230 calories, 6 gram of protein and 5 gram of dietary fiber. See nutrition panel for allergen information.","Important information

Ingredients
Cashewmilk (Filtered Water, Cashews*), Almondmilk (Filtered Water, Almonds*), Oatmilk (Filtered Water, Gluten-Free Oats*), Dates*, Coconut Cream*, Cocoa Powder*, Cassava Root*, Natural Flavor, Sea Salt. (*Organic)


Legal Disclaimer
Statements regarding dietary supplements have not been evaluated by the FDA and are not intended to diagnose, treat, cure, or prevent any disease or health condition.","Forager Project, Beverage Nondairy Nuts And Chocolate Organic, 12 Fl Oz",$4.99,Whole Foods Market
Runa,Sports & Energy Drinks,"Runa Bev Energy Guay Lime, 12 fl oz. Made out of quality ingredients. The product is being manufactured in United States.","Important information

Ingredients
*Brewed Organic Guayusa (Purified Water and Organic Guayusa Leaves), Organic Lime Juice Concentrate, Organic Lime Flavor, Citric Acid, Natural Flavor, Vitamin C (Ascorbic Acid). (*Fair Trade CertifiedTM by Fair Trade Usa)


Legal Disclaimer
Statements regarding dietary supplements have not been evaluated by the FDA and are not intended to diagnose, treat, cure, or prevent any disease or health condition.","Zuna Guayusa Energy Drink - Lime, 12 oz",2.49,Whole Foods Market
MatchaBar,Sports & Energy Drinks,NaN,"Important information

Ingredients
Water, Ceremonial Grade Matcha, Lactic Acid, Chlorophylin, Cane Sugar, Green Tea Extract, Lemon Extract, Lime Extract


Legal Disclaimer
Statements regarding dietary supplements have not been evaluated by the FDA and are not intended to diagnose, treat, cure, or prevent any disease or health condition.","Matchabar, Energy Drink Matcha Hustle, 12 Fl Oz",2.99,Whole Foods Market
Soylent,Snacks & Sweets,"Soylent delivers complete, convenient, ready-to-drink nutrition. Each bottle is an entire drinkable meal, with 400 calories and 20% of your daily vitamins and minerals. Soylent makes a great breakfast drink, lunch, or protein drink substitute after a workout.","Important information

Directions
Soylent meal replacement drinks are energy, nutrient, and calorie rich foods that contain a multitude of nutritional elements. As a result, some consumers may find that Soylent is not as easily digested, especially upon initial introduction into their diet. While most consumers adapt to the complex formulation over time, some may not be able to routinely incorporate Soylent products into their diet. We recommend consulting your physician whenever making significant changes to your normal diet.


Legal Disclaimer
Statements regarding dietary supplements have not been evaluated by the FDA and are not intended to diagnose, treat, cure, or prevent any disease or health condition.","Soylent Meal Replacement Shake, Caf? Mocha, 14 fl oz",4.49,Amazon
OWYN Only What You Need,Snacks & Sweets,"Owyn Plant Based Shake Contains 20 G. Of Complete Plant Protein For Easy Digestion, Healthy Metabolism And Lean Muscle Formation. The Shake Is Gluten-Free, Kosher And Vegan, Meaning People With Most Dietary Restrictions Can Drink It. Our Drink Doesn't Contain Artificial Ingredients And Is Made With All Organic Ingredients That Are Non-Gmo. The Vitamins, Minerals, Nutrients And 535 Mg. Of Omega-3 Fatty Acids Will Help Your Body Perform Optimally. Each 12 Fl. Oz. Serving Contains 97 Mg. Of Organic Caffeine From Peruvian Cold Brew Coffee That Will Boost Your Energy. See Nutrition Facts Panel For Allergens.","Important information

Legal Disclaimer
Statements regarding dietary supplements have not been evaluated by the FDA and are not intended to diagnose, treat, cure, or prevent any disease or health condition.","Owyn, Cold Brew Plant Based Protein Shake, 12 Fl Oz",3.49,Whole Foods Market
Orgain,Sports & Energy Drinks,The sweet taste of strawberries and cream will delight your taste buds while the nutrients from certified organic fruits and vegetables will benefit your body in this Organic Nutritional Shake from Orgain.,"Important information

Ingredients
Total Fat 7 g 11%,Saturated Fat 1 g 5%,Trans Fat 0 g 0%,Cholesterol 20 mg 8%,Sodium 260 mg 10%,Potassium 320 mg 10%,Carbohydrate 32 g 11%,Dietary Fiber 2 g 8%,Sugars 12 g,Protein 16 g 35%,Vitamin A 25%,Vitamin C 25%,Calcium 45%,Iron 3%,Vitamin D 25%,Thiamine 25%,Riboflavin 25%,Niacin 25%,Vitamin E 25%,Selenium 40%,Biotin 25%,Vitamin B12 25%,Vitamin B6 %,Folate 25%,Pantothenic Acid 25%,Phosphorus 50%,Iodine 25%,Magnesium 25%,Zinc 25%,Copper 25%,Molybdenum 25%,Riboflavin 25%,


Legal Disclaimer
Statements regarding dietary supplements have not been evaluated by the FDA and are not intended to diagnose, treat, cure, or prevent any disease or health condition.","Orgain, Nutri Shake Strawberries And Cream Organic, 11 Fl Oz, 4 Pack",11.89,Whole Foods Market
Guayaki,Sports & Energy Drinks,"""Pure Empower Mint"" has transformed to Mint Terere, pronounced ""tey-dey-rey,"" A cool and invigorating blend of yerba mate and mint with a touch of rooibos. Empower Mint is a refreshing choice for an afternoon lift. Brewed with our air dried yerba mate (unsmoked secondary drying process). Guayaki Bottled Yerba Mate - Finally, an invigorating mate blend that tastes great! Each Guayaki Organic Yerba Mate bottle contains caffeine levels comparable to a cup of coffee, however, the stimulation is balanced by mate's natural theobromines and theophylline's as well as other restorative nutritional content. As a result, drinkers feel a sustained energy, clarity of mind, and the general well being characteristic of mate. Grab a bottle before any physical activity or going back to the office, and experience the good energy.","Important information

Legal Disclaimer
Statements regarding dietary supplements have not been evaluated by the FDA and are not intended to diagnose, treat, cure, or prevent any disease or health condition.","Guayaki Organic Yerba Mate, Mint Terere, 16 oz",2.99,Whole Foods Market
Orgain,Sports & Energy Drinks,"Packed with organic, grass-fed protein, vitamins and minerals and a blend of organic fruits and veggies, these shakes are a convenient, delicious way to stay energized and satisfied. Perfect for a wholesome meal replacement, a filling snack, or for those who need high-quality liquid nourishment. Non-stop nutrition at its best.","Important information

Ingredients
Water, Orgain Organic Protein Blend (organic whey protein concentrate, organic milk protein concentrate) Orgain Organic Complex Carbohydrate Blend (organic brown rice dextrins, organic evaporated cane juice, organic brown rice syrup), organic high oleic sunflower oil, organic cocoa powder, organic natural flavors, cellulose, carrageenan gum, xanthan gum, soy lecithin, tricalcium phosphate, sea salt, sodium phosphate, inulin (from chicory root)Orgain Vitamin Blendtocopherol acetate, sodium ...


Legal Disclaimer
Statements regarding dietary supplements have not been evaluated by the FDA and are not intended to diagnose, treat, cure, or prevent any disease or health condition.","Orgain, Nutri Shake Creamy Chocolate Fudge Organic, 11 Fl Oz",2.99,Whole Foods Market
RUNA,Sports & Energy Drinks,"Runa Bev Energy Guay Berry, 12 fl oz. Made out of quality ingredients. The product is being manufactured in United States. .","Important information

Ingredients
Runa - Clean Energy Drink Berry - 12 oz. Nutrition Facts Serving Size: 1 Can Servings Per Container:


Legal Disclaimer
Statements regarding dietary supplements have not been evaluated by the FDA and are not intended to diagnose, treat, cure, or prevent any disease or health condition.","Runa Clean Energy Guayusa Tea, Berry, 12 oz",2.49,Whole Foods Market
Guru Energy Drink,Sports & Energy Drinks,Guru 100% Natural Energy Drink,"Important information

Ingredients
Sparkling Water, Organic Cane Juice Concentrate, Citric Acid, Natural Flavors, Guarana Seed Extract, Salt, Stevia Leaf Extract, Echinacea Flower Extract, Green Tea Leaf Extract, Luo Han Guo Fruit Extract, Panax Ginseng Root Extract


Legal Disclaimer
Statements regarding dietary supplements have not been evaluated by the FDA and are not intended to diagnose, treat, cure, or prevent any disease or health condition.","Guru Energy Drink Lite Energy Drink, 8.4 Oz",2.49,Whole Foods Market
Guru,Sports & Energy Drinks,Guru energy drink gives you a smarter way to increase your energy level throughout the day by crafting our beverage with 142 mg. of naturally occurring caffeine. All ingredients are certified USDA organic and  not genetically engineered. You'll love the invigorating flavor. Includes one 12 fl oz can.,"Important information

Ingredients
Sparkling Water, Organic Cane Syrup, Organic White Grape Juice Concentrate, Citric Acid, Apple Acid, Natural Flavors, Organic Green Tea Leaf Extract, Organic Guarana Seed Extract, Organic Echinacea Flower Extract, Organic Panax Ginseng Root Extract.


Legal Disclaimer
Statements regarding dietary supplements have not been evaluated by the FDA and are not intended to diagnose, treat, cure, or prevent any disease or health condition.","Guru, Energy Drink Original Organic, 12 Fl Oz",2.99,Whole Foods Market
Four Sigmatic,Sports & Energy Drinks,NaN,"Important information

Legal Disclaimer
Statements regarding dietary supplements have not been evaluated by the FDA and are not intended to diagnose, treat, cure, or prevent any disease or health condition.","Four Sigmatic, Xoco Reishi Blue Chocolate Packet, 0.2 Ounce",2.19,Whole Foods Market
Gatorade,Sports & Energy Drinks,"With a legacy over 40 years in the making, it’s the most scientifically researched and game tested way to replace electrolytes lost in sweat. Gatorade Thirst Quencher hydrates better than water, which is why it’s trusted by some of the world’s best athletes. Whether you play soccer, baseball, volleyball, or any other sport, Gatorade will help you stay hydrated and bring the energy needed to compete. It’s also great to store in your cooler or sports bottle when going camping, hitting the beach, tailgating at the big game, having a picnic, or enjoying the great outdoors. Beat the heat and stay hydrated with Gatorade Thirst Quencher.","Important information

Ingredients
Water, Sugar, Dextrose, Citric Acid, Natural Flavor, Salt, Sodium Citrate, Monopotassium Phosphate, Modified Food Starch, Red 40, Glycerol Ester Of Rosin, Caramel Color.


Directions
Shake well. Refrigerate after opening.


Legal Disclaimer
Statements regarding dietary supplements have not been evaluated by the FDA and are not intended to diagnose, treat, cure, or prevent any disease or health condition.","Gatorade Thirst Quencher, Fruit Punch, 32 oz",$1.99,Bristol Farms
Energy Drink Red Bull,Sports & Energy Drinks,"Red Bull Energy Drink is a functional beverage with a special formulation and combination of ingredients. It has been specially developed for times of increased mental and physical exertion. In addition, Red Bull vitalizes the body and mind. Red Bull's effects are appreciated throughout the world by top athletes, busy professionals, active students and drivers on long journeys. Red Bull Energy Drink supplies tired minds and exhausted bodies with vital substances that have been lost, while reducing harmful substances. It provides immediate energy and vitamins.","Important information

Safety Warning
The product is labelled to United States standards and may differ from similar products sold elsewhere in its ingredients, labeling and allergen warnings


Ingredients
Carbonated Water, Citric Acid, Taurine, Sodium Citrate, Magnesium Carbonate, Caffeine, Glucuronolactone, Acesulfame K, Aspartame, Inositol, Niacinamide, Calcium Pantothenate, Pyridoxine HCI, Vitamin B12, Xanthan Gum, Natural and Artificial Flavors, Colors.


Legal Disclaimer
Statements regarding dietary supplements have not been evaluated by the FDA and are not intended to diagnose, treat, cure, or prevent any disease or health condition.","Red Bull Sugar Free Energy Drink, 4 ct, 8.4 oz",9.99,Bristol Farms
Red Bull,Sports & Energy Drinks,NaN,"Important information

Legal Disclaimer
Statements regarding dietary supplements have not been evaluated by the FDA and are not intended to diagnose, treat, cure, or prevent any disease or health condition.","Red Bull, Red Bull Energy Drink 4 Pk, 8.4 Ounce",9.99,Bristol Farms
R.W. Knudsen,Sports & Energy Drinks,"Knudsen Mixed Berry Recharge Juice, 32 Ounce -- 12 Per Case. You Go The Extra Mile. You Push Your Body To The Limit. And You Know That Fluorescent Green Is A Color, Not A Fruit. Shouldnt You Enjoy The All Natural Sports Drink That Works As Hard As You Do? Recharge , Made With R.w. Knudsen Family Brand Fruit Juice, Replenishes The Fluids And Electrolytes Your Body Needs After Working Out Without Adding Sugar Or Unnatural Flavors And Colors. Packaged In Convenient, Shatter-Proof Plastic Bottles, Recharge Is As Ready To Go As You Are. Each 8 Oz. Serving Of The R.w. Knudsen Family Brands Recharge Provides Pure, Filtered Water To Keep You Hydrated, Flavorful Fruit Juice To Encourage Gulping, And Sea Salt To Replace The Crucial Electrolytes Lost During Exercise. Its The Natural Solution For Todays Athlete. Available Size(S): 16 Oz, 32 Oz Serving Suggestion: For A Light, Hydrating Smoothie, Whirl Two Cups Of Your Favorite Melon, One Cup Recharge And A Pinch Of Salt In Your Blender. Shelf Life: 730 Days","Important information

Ingredients
Filtered Water, White Grape, Apple, Raspberry, Strawberry And Pineapple Juice Concentrates, Natural Flavor, Fruit And Vegetable Juice(Color), Sea Salt.


Legal Disclaimer
Statements regarding dietary supplements have not been evaluated by the FDA and are not intended to diagnose, treat, cure, or prevent any disease or health condition.","Rw Knudsen, Drink Sports Recharge Mixed Berry, 32 Fl Oz",3.29,Whole Foods Market
Four Sigmatic,Sports & Energy Drinks,NaN,"Important information

Legal Disclaimer
Statements regarding dietary supplements have not been evaluated by the FDA and are not intended to diagnose, treat, cure, or prevent any disease or health condition.","Four Sigmatic, Mushroom Hot Cocao Mix Packet, 0.2 Ounce",2.19,Whole Foods Market
Sol Ti,Sports & Energy Drinks,NaN,"Important information

Ingredients
Reverse Osmosis Water (Chlorine & Fluoride Free), Liquid Chlorophyl, Juice From: Organic Lemon, Organic Aloe Vara; Organic Maple Syrup


Legal Disclaimer
Statements regarding dietary supplements have not been evaluated by the FDA and are not intended to diagnose, treat, cure, or prevent any disease or health condition.","Sol Ti, Superade Chlorophyll Aloe Organic, 15.5 Ounce",$4.99,Whole Foods Market
Powerade,Sports & Energy Drinks,"Powerade® Ion4® Mountain Berry Blast.Advanced electrolyte system.Sports drink & Vitamins B3, B6 & B12.Mixed berry flavored + other natural flavors.80 calories per 12 fl oz serving.32 fl oz (1 qt) 946 ml.","Important information

Ingredients
Water, High Fructose Corn Syrup, Less Than 0.5% Of: Citric Acid, Salt And Magnesium Chloride And Calcium Chloride And Mono-Potassium Phosphate (Electrolyte Sources), Natural Flavors, Modified Food Starch, Calcium Disoidum Edta (To Protect Color), Medium Chain Triglycerides, Sucrose Acetate Isobutyrate, Vitamin B3 (Niacinamide), Vitamin B6 (Pyridoxine Hydrochloride), Vitamin B12, Blue1.


Directions
Refrigerate after opening.


Legal Disclaimer
Statements regarding dietary supplements have not been evaluated by the FDA and are not intended to diagnose, treat, cure, or prevent any disease or health condition.","POWERADE, Electrolyte Enhanced Sports Drink w/ vitamins, Mountain Berry Blast, 32 fl oz",$1.49,Bristol Farms
Orgain,Sports & Energy Drinks,"Packed with organic, grass-fed protein, vitamins and minerals and a blend of organic fruits and veggies, these shakes are a convenient, delicious way to stay energized and satisfied. Perfect for a wholesome meal replacement, a filling snack, or for those who need high-quality liquid nourishment. Non-stop nutrition at its best.","Important information

Ingredients
Filtered Water, Orgain Organic Protein Blend(Tm) (*Organic Milk Protein Concentrate, Organic Whey Protein Concentrate), Organic Cane Sugar, Organic Rice Dextrins, Organic Brown Rice Syrup, Organic High Oleic Sunflower Oil, Organic Natural Flavors, Organic Inulin, Orgain Vitamin & Mineral Blend(Tm) (Sodium Ascorbate, Magnesium Sulfate, Zinc Gluconate, Dl-Alpha Tocopheryl Acetate, Niacinamide, Vitamin A Palmitate, Potassium Iodide, Copper Gluconate, Biotin, Calcium D-Pantothenate, Cyanocobalamin, Cholecalciferol, Folic Acid, Thiamine Hydrochloride, Riboflavin), Organic Rice Bran Extract, Trisodium Phosphate, Tricalcium Phosphate, Tricalcium Citrate, Gellan Gum, Potassium Chloride, Sea Salt, Organic Locust Bean Gum, Natural Flavor, Orgain Organic Fruit Blend Powder(Tm) (Organic Acai, Organic Apple, Organic Banana, Organic Blueberry, Organic Raspberry), Orgain Organic Veggie Blend Powder(Tm) (Organic Tomato, Organic Spinach Organic Beet, Organic Carrot, Organic Kale) (*Grass Fed)


Legal Disclaimer
Statements regarding dietary supplements have not been evaluated by the FDA and are not intended to diagnose, treat, cure, or prevent any disease or health condition.","Orgain, Nutri Shake Strawberries And Cream Organic, 11 Fl Oz",2.99,Whole Foods Market
Sol Ti,Sports & Energy Drinks,NaN,"Important information

Ingredients
2 Goji Strawberry SuperAde, 1 Coconut Charcoal SuperAde, 1 Reishi Turmeric SuperAde, 1 Chlorophyll Aloe SuperAde, 1 Master Cleanse SuperAde


Legal Disclaimer
Statements regarding dietary supplements have not been evaluated by the FDA and are not intended to diagnose, treat, cure, or prevent any disease or health condition.","Sol Ti, Superade Reishi Turmeric Organic, 15.5 Ounce",$4.99,Whole Foods Market
Gatorade,Sports & Energy Drinks,NaN,"Important information

Legal Disclaimer
Statements regarding dietary supplements have not been evaluated by the FDA and are not intended to diagnose, treat, cure, or prevent any disease or health condition.","Gatorade, Lime Cucumber Thirst Quencher, 32 Ounce",$1.99,Bristol Farms
Vega,Sports & Energy Drinks,NaN,"Important information

Legal Disclaimer
Statements regarding dietary supplements have not been evaluated by the FDA and are not intended to diagnose, treat, cure, or prevent any disease or health condition.","Vega, Sport Energizer Acai Berry Single, 0.6 Ounce",3.49,Whole Foods Market
Guayaki,Sports & Energy Drinks,"Gluten-Free, Non-GMO","Important information

Legal Disclaimer
Statements regarding dietary supplements have not been evaluated by the FDA and are not intended to diagnose, treat, cure, or prevent any disease or health condition.","Guayaki, Organic Enlighten Mint Yerba Mate, 16 Fl Oz",2.99,Bristol Farms
R.W. Knudsen,Sports & Energy Drinks,"Rw knudsen recharge orange juice contains simple, natural ingredients including orange, lemon and white grape juice concentrates, filtered water, sea salt and other natural flavors. This 32 fl oz bottle is sweetened naturally with real fruit flavors and does not contain any added sugar, GMOs or artificial flavors. Every bottle contains about four servings and each serving contains only 80 calories.","Important information

Ingredients
Filtered Water; White Grape, Orange and Lemon Juice Concentrates; Natural Flavors; Sea Salt; Beta Carotene (for Color).


Legal Disclaimer
Statements regarding dietary supplements have not been evaluated by the FDA and are not intended to diagnose, treat, cure, or prevent any disease or health condition.","Rw Knudsen, Drink Sports Recharge Orange, 32 Fl Oz",3.29,Whole Foods Market
Powerade,Sports & Energy Drinks,"Powerade® X ION4® Lemon Lime Sports Drink.Advanced Electrolyte System.Vitamins B3, B6 & B12.80 Calories Per 12 fl oz Serving.Lemon lime.Flavored + other natural flavors.","Important information

Ingredients
Water, High Fructose Corn Syrup, less than 0.5% of: Citric Acid, Salt And Potassium Citrate And Magnesium Chloride and Calcium Chloride and Potassium Phosphate (Electrolyte Sources), Gum Acacia, Natural Flavors, Glycerol Ester Of Rosin, Vitamin B3 (Niacinamide), Yellow 5, Vitamin B6 (Pyridoxine Hydrochloride), Vitamin B12.


Directions
Refrigerate after opening.


Legal Disclaimer
Statements regarding dietary supplements have not been evaluated by the FDA and are not intended to diagnose, treat, cure, or prevent any disease or health condition.","POWERADE, Electrolyte Enhanced Sports Drink w/ vitamins, Lemon Lime, 32 fl oz",$1.49,Bristol Farms
Sambazon,Sports & Energy Drinks,NaN,"Important information

Legal Disclaimer
Statements regarding dietary supplements have not been evaluated by the FDA and are not intended to diagnose, treat, cure, or prevent any disease or health condition.","Sambazon, Amazon Energy Acai Berry Energy Drink, 12 Fl Oz",$2.69,Bristol Farms
Vivaloe,Sports & Energy Drinks,"Enjoy Vivaloe Coconut Aloe Beverage (12x16.9oz). The Refreshing, Lightly Sweetened Blend Of Aloe Vera And Coconut Juices. Tastes Great Chilled, A Natural Way To Cool Down. Made With Fresh Cut Aloe Vera. Note: Description Is Informational Only. Please Refer To Ingredients On The Product Before Use. Please Address Any Health Or Dietary Questions To Your Health Professional Before Using This Item.","Important information

Ingredients
Water, Aloe Vera Pulp, Aloe Vera Juice, Pure Cane Sugar, Coconut Water Concentrate, Natural Flavor, Citric Acid, Malic Acid, Calcium Lactate, Gellan Gum, Stevia.


Legal Disclaimer
Statements regarding dietary supplements have not been evaluated by the FDA and are not intended to diagnose, treat, cure, or prevent any disease or health condition.","Vivaloe, Drink Coconut Aloe Vera, 16.9 Ounce",1.99,Whole Foods Market
Goldthread Herbs,Sports & Energy Drinks,"Goldthread lavender bliss tonic is a refreshing blend of herbs and flowers that are slow-brewed to create an elegant drink. With only 30 calories per serving, this tonic is delicious and guilt free. Every sip makes you feel as if you're in southern france, because we add linden, lavender, saffron, and elder flower to our tonic. Each bottle of lavender bliss tonic is 12 fl.ounce","Important information

Ingredients
Filtered Water, Lemon*, Lavender Bliss Proprietary Herb Blend (Linden*, Lavender*, Lemon Verbena*, Elder Flower*, Chamomile*, Sage*, Saffron*, Butterfly Pea Flower*), Maple Syrup*, Monk Fruit Extract*, Naturally Occurring Erythritol (*Organic)


Legal Disclaimer
Statements regarding dietary supplements have not been evaluated by the FDA and are not intended to diagnose, treat, cure, or prevent any disease or health condition.","Goldthread Herbs, Tonic Lavender Bliss, 12 Fl Oz",3.99,Bristol Farms
